layer,row_id,native_identity,vault_identity,identity_assignment_status,known_identity_label,known_symbol,known_name,known_label_used_as_construction_input,matter_row_allowed,promotion_status,qA_source_support,tensor_carrier_support,retained_write_support,source_known_match
particle,QP093A-0011,QP093A-0011|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=4|d=0|q=negative:4,QP093A-0011|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=4|d=0|q=negative:4,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,6.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666668,0.7708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335,5.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335,
particle,QP093A-0012,QP093A-0012|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=4|d=0|q=neutral:0,QP093A-0012|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=4|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,0.500,0.0625,0.4375,
particle,QP093A-0013,QP093A-0013|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=6|d=0|q=positive:6,QP093A-0013|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=6|d=0|q=positive:6,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,7.812500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,0.9765625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,6.835937500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,
particle,QP093A-0014,QP093A-0014|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=6|d=0|q=negative:6,QP093A-0014|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=6|d=0|q=negative:6,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,9.375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003,1.171875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8.203125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,
particle,QP093A-0015,QP093A-0015|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=6|d=0|q=neutral:0,QP093A-0015|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=6|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,0.750,0.09375,0.65625,
particle,QP093A-0016,QP093A-0016|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=8|d=0|q=positive:8,QP093A-0016|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=8|d=0|q=positive:8,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,10.55555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,1.319444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444445,9.236111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111115,
particle,QP093A-0017,QP093A-0017|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=8|d=0|q=negative:8,QP093A-0017|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=8|d=0|q=negative:8,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,12.66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,1.583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,11.08333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0018,QP093A-0018|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=8|d=0|q=neutral:0,QP093A-0018|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=8|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,1.000,0.125,0.875,
particle,QP093A-0019,QP093A-0019|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=9|d=0|q=positive:9,QP093A-0019|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=9|d=0|q=positive:9,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,11.953125,1.494140625,10.458984375,
particle,QP093A-0020,QP093A-0020|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=9|d=0|q=negative:9,QP093A-0020|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=9|d=0|q=negative:9,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,14.34375,1.79296875,12.55078125,
particle,QP093A-0021,QP093A-0021|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=9|d=0|q=neutral:0,QP093A-0021|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=9|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,1.125,0.140625,0.984375,
particle,QP093A-0022,QP093A-0022|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=12|d=0|q=positive:12,QP093A-0022|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=12|d=0|q=positive:12,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,16.25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2.03125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,14.2187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
particle,QP093A-0023,QP093A-0023|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=12|d=0|q=negative:12,QP093A-0023|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=12|d=0|q=negative:12,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,19.49999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2.437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,17.06249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0024,QP093A-0024|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=12|d=0|q=neutral:0,QP093A-0024|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=12|d=0|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,1.500,0.1875,1.3125,
particle,QP093A-0025,QP093A-0025|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=1|d=1|q=positive:1,QP093A-0025|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=1|d=1|q=positive:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,15.10416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1.888020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,13.21614583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,
particle,QP093A-0026,QP093A-0026|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=1|d=1|q=negative:1,QP093A-0026|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=1|d=1|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,18.12499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2.265624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,15.85937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0027,QP093A-0027|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=1|d=1|q=neutral:0,QP093A-0027|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=1|d=1|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,1.500,0.1875,1.3125,
particle,QP093A-0028,QP093A-0028|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=2|d=1|q=positive:2,QP093A-0028|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=2|d=1|q=positive:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,30.41666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,3.802083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,26.61458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0029,QP093A-0029|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=2|d=1|q=negative:2,QP093A-0029|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=2|d=1|q=negative:2,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,36.50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4.56250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,31.9375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
particle,QP093A-0030,QP093A-0030|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=2|d=1|q=neutral:0,QP093A-0030|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=2|d=1|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,3.000,0.375,2.625,
particle,QP093A-0031,QP093A-0031|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=3|d=1|q=positive:3,QP093A-0031|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=3|d=1|q=positive:3,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,45.93749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,5.742187499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,40.19531249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0032,QP093A-0032|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=3|d=1|q=negative:3,QP093A-0032|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=3|d=1|q=negative:3,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,55.12499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,6.890624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,48.23437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0033,QP093A-0033|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=3|d=1|q=neutral:0,QP093A-0033|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=3|d=1|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,4.500,0.5625,3.9375,
particle,QP093A-0034,QP093A-0034|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=4|d=1|q=positive:4,QP093A-0034|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=4|d=1|q=positive:4,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,61.66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666668,7.708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335,53.95833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335,
particle,QP093A-0035,QP093A-0035|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=4|d=1|q=negative:4,QP093A-0035|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=4|d=1|q=negative:4,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,74.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,9.250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,64.75000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,
particle,QP093A-0036,QP093A-0036|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=4|d=1|q=neutral:0,QP093A-0036|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=4|d=1|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,6.000,0.750,5.250,
particle,QP093A-0037,QP093A-0037|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=6|d=1|q=positive:6,QP093A-0037|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=6|d=1|q=positive:6,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,93.75000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003,11.71875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,82.03125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002,
particle,QP093A-0038,QP093A-0038|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=6|d=1|q=negative:6,QP093A-0038|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=6|d=1|q=negative:6,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,112.5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,14.0625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98.4375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
particle,QP093A-0039,QP093A-0039|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=6|d=1|q=neutral:0,QP093A-0039|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=6|d=1|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,9.000,1.125,7.875,
particle,QP093A-0040,QP093A-0040|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=8|d=1|q=positive:8,QP093A-0040|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=8|d=1|q=positive:8,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,126.6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,15.83333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,110.8333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,
particle,QP093A-0041,QP093A-0041|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=8|d=1|q=negative:8,QP093A-0041|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=8|d=1|q=negative:8,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,152.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,19.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,133.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,
particle,QP093A-0042,QP093A-0042|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=8|d=1|q=neutral:0,QP093A-0042|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=8|d=1|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,12.000,1.500,10.500,
particle,QP093A-0043,QP093A-0043|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=9|d=1|q=positive:9,QP093A-0043|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=9|d=1|q=positive:9,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,143.437500,17.9296875,125.5078125,
particle,QP093A-0044,QP093A-0044|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=9|d=1|q=negative:9,QP093A-0044|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=9|d=1|q=negative:9,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,172.12500,21.515625,150.609375,
particle,QP093A-0045,QP093A-0045|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=9|d=1|q=neutral:0,QP093A-0045|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=9|d=1|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,13.500,1.6875,11.8125,
particle,QP093A-0046,QP093A-0046|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=12|d=1|q=positive:12,QP093A-0046|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=12|d=1|q=positive:12,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,194.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,24.37499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,170.6249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0047,QP093A-0047|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=12|d=1|q=negative:12,QP093A-0047|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=12|d=1|q=negative:12,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,233.9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,29.24999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,204.7499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0048,QP093A-0048|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=12|d=1|q=neutral:0,QP093A-0048|stable_matter_rows|OUTER_BINARY_NEUTRAL|outer_binary_neutral|p=12|d=1|q=neutral:0,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,18.000,2.250,15.750,
particle,QP093A-0049,QP093A-0049|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=1|d=2|q=positive:1,QP093A-0049|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=1|d=2|q=positive:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,181.2499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,22.65624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,158.5937499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
particle,QP093A-0050,QP093A-0050|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=1|d=2|q=negative:1,QP093A-0050|stable_matter_rows|V4_1_SINGLE_WRITE|single_write|p=1|d=2|q=negative:1,NATIVE_PARTICLE_IDENTITY_ASSIGNED_NO_KNOWN_LABEL,,,,no,yes,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,217.4999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,27.18749999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,190.3124999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,
