candidate_id,bin,latest_matter_row_allowed,stability_status,closure_status,matter_gate_reason,in_matter_table
QP093A-0033,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0034,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0035,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0036,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0037,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0038,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0039,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0040,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0041,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0042,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0043,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0044,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0045,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0046,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0047,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0048,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0049,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0050,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0051,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0052,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0053,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0054,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0055,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0056,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0057,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0058,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0059,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0060,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0061,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0062,stable_matter_rows,yes,STABLE_MATTER_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0063,stable_matter_rows,yes,STABLE_NEUTRAL_CANDIDATE,CLOSED_WRITE,PASS_STABLE_SINGLE_WRITE_MATTER,yes
QP093A-0064,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0065,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0066,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0067,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0068,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0069,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0070,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0071,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0072,unstable_resonance_rows,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,CLOSED_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0073,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0074,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0075,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0076,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0077,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0078,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0079,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0080,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0081,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0082,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0083,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0084,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0085,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0086,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0087,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0088,antimatter_conjugate_rows,no,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0089,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0090,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0091,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0092,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0093,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0094,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0095,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0096,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0097,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0098,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0099,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0100,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0101,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0102,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0103,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0104,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0105,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0106,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0107,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0108,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0109,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0110,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0111,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0112,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0113,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0114,antimatter_conjugate_rows,yes,ANTIMATTER_STABLE_CONJUGATE,CLOSED_CONJUGATE_WRITE,REJECT_BIN_antimatter_conjugate_rows,no
QP093A-0115,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0116,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0117,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0118,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0119,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0120,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0121,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0122,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0123,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0124,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0125,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0126,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0127,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0128,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0129,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0130,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0131,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0132,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0133,bound_composite_rows,no,REJECTED_FAKE_CLOSURE,REJECT_NEGATIVE_OBSERVED_SURFACE,REJECT_NOT_MATTER_ALLOWED,no
QP093A-0134,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0135,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0136,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0137,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0138,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0139,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0140,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0141,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0142,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0143,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0144,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0145,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0146,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0147,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0148,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0149,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0150,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0151,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0152,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0153,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0154,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0155,bound_composite_rows,yes,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,CLOSED_THREE_OWNER_WRITE,PASS_BOUND_COMPOSITE_MATTER,yes
QP093A-0156,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
QP093A-0157,bound_composite_rows,yes,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,CLOSED_THREE_OWNER_WRITE,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,no
