candidate_id,structural_bucket,subbucket,arity,in_81_row_projection,bin,route_combination,operator_class,route_class,partition_signature,closure_depth,q_sign,M_native,matter_row_allowed,stability_status,promotion_status,formula_family
QP093A-0020,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=9,g=0]",V4_1_SINGLE_WRITE,single_write,9,0,negative,13.5,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0021,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"neutral_single_write[p=9,g=0]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,9,0,neutral,1.125,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0022,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"plus_single_write[p=12,g=0]",V4_1_SINGLE_WRITE,single_write,12,0,positive,15.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0023,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=12,g=0]",V4_1_SINGLE_WRITE,single_write,12,0,negative,18.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0024,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=12,g=0]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,12,0,neutral,1.500,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0025,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"plus_single_write[p=1,g=1]",V4_1_SINGLE_WRITE,single_write,1,1,positive,15.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0026,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=1,g=1]",V4_1_SINGLE_WRITE,single_write,1,1,negative,18.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0027,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=1,g=1]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,1,1,neutral,1.500,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0028,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"plus_single_write[p=2,g=1]",V4_1_SINGLE_WRITE,single_write,2,1,positive,30.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0029,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=2,g=1]",V4_1_SINGLE_WRITE,single_write,2,1,negative,36.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0030,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=2,g=1]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,2,1,neutral,3.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0031,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"plus_single_write[p=3,g=1]",V4_1_SINGLE_WRITE,single_write,3,1,positive,45.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0032,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=3,g=1]",V4_1_SINGLE_WRITE,single_write,3,1,negative,54.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0033,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=3,g=1]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,3,1,neutral,4.500,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0034,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"plus_single_write[p=4,g=1]",V4_1_SINGLE_WRITE,single_write,4,1,positive,60.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0035,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=4,g=1]",V4_1_SINGLE_WRITE,single_write,4,1,negative,72.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0036,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=4,g=1]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,4,1,neutral,6.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0037,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"plus_single_write[p=6,g=1]",V4_1_SINGLE_WRITE,single_write,6,1,positive,90.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0038,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=6,g=1]",V4_1_SINGLE_WRITE,single_write,6,1,negative,108.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0039,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=6,g=1]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,6,1,neutral,9.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0040,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"plus_single_write[p=8,g=1]",V4_1_SINGLE_WRITE,single_write,8,1,positive,120.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0041,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=8,g=1]",V4_1_SINGLE_WRITE,single_write,8,1,negative,144.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0042,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=8,g=1]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,8,1,neutral,12.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0043,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"plus_single_write[p=9,g=1]",V4_1_SINGLE_WRITE,single_write,9,1,positive,135.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0044,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"minus_single_write[p=9,g=1]",V4_1_SINGLE_WRITE,single_write,9,1,negative,162.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0045,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"neutral_single_write[p=9,g=1]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,9,1,neutral,13.500,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0046,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"plus_single_write[p=12,g=1]",V4_1_SINGLE_WRITE,single_write,12,1,positive,180.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0047,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"minus_single_write[p=12,g=1]",V4_1_SINGLE_WRITE,single_write,12,1,negative,216.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0048,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=12,g=1]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,12,1,neutral,18.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0049,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"plus_single_write[p=1,g=2]",V4_1_SINGLE_WRITE,single_write,1,2,positive,180.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0050,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"minus_single_write[p=1,g=2]",V4_1_SINGLE_WRITE,single_write,1,2,negative,216.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0051,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=1,g=2]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,1,2,neutral,18.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0052,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"plus_single_write[p=2,g=2]",V4_1_SINGLE_WRITE,single_write,2,2,positive,360.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0053,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"minus_single_write[p=2,g=2]",V4_1_SINGLE_WRITE,single_write,2,2,negative,432.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0054,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"neutral_single_write[p=2,g=2]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,2,2,neutral,36.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0055,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"plus_single_write[p=3,g=2]",V4_1_SINGLE_WRITE,single_write,3,2,positive,540.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0056,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"minus_single_write[p=3,g=2]",V4_1_SINGLE_WRITE,single_write,3,2,negative,648.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0057,ONE_BODY_DIRECT,DIRECT_STABLE,1,True,stable_matter_rows,"neutral_single_write[p=3,g=2]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,3,2,neutral,54.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0058,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"plus_single_write[p=4,g=2]",V4_1_SINGLE_WRITE,single_write,4,2,positive,720.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0059,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"minus_single_write[p=4,g=2]",V4_1_SINGLE_WRITE,single_write,4,2,negative,864.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0060,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"neutral_single_write[p=4,g=2]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,4,2,neutral,72.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0061,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"plus_single_write[p=6,g=2]",V4_1_SINGLE_WRITE,single_write,6,2,positive,1080.00,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0062,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"minus_single_write[p=6,g=2]",V4_1_SINGLE_WRITE,single_write,6,2,negative,1296.0,yes,STABLE_MATTER_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0063,ONE_BODY_DIRECT,DIRECT_STABLE,1,False,stable_matter_rows,"neutral_single_write[p=6,g=2]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,6,2,neutral,108.000,yes,STABLE_NEUTRAL_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0064,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,False,unstable_resonance_rows,"plus_single_write[p=8,g=2]",V4_1_SINGLE_WRITE,single_write,8,2,positive,1440.00,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0065,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,True,unstable_resonance_rows,"minus_single_write[p=8,g=2]",V4_1_SINGLE_WRITE,single_write,8,2,negative,1728.0,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0066,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,False,unstable_resonance_rows,"neutral_single_write[p=8,g=2]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,8,2,neutral,144.000,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0067,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,True,unstable_resonance_rows,"plus_single_write[p=9,g=2]",V4_1_SINGLE_WRITE,single_write,9,2,positive,1620.00,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0068,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,True,unstable_resonance_rows,"minus_single_write[p=9,g=2]",V4_1_SINGLE_WRITE,single_write,9,2,negative,1944.0,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0069,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,False,unstable_resonance_rows,"neutral_single_write[p=9,g=2]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,9,2,neutral,162.000,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0070,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,True,unstable_resonance_rows,"plus_single_write[p=12,g=2]",V4_1_SINGLE_WRITE,single_write,12,2,positive,2160.00,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0071,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,True,unstable_resonance_rows,"minus_single_write[p=12,g=2]",V4_1_SINGLE_WRITE,single_write,12,2,negative,2592.0,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0072,ONE_BODY_DIRECT,DIRECT_RESONANCE,1,False,unstable_resonance_rows,"neutral_single_write[p=12,g=2]",OUTER_BINARY_NEUTRAL,outer_binary_neutral,12,2,neutral,216.000,yes,UNSTABLE_HEAVY_WRITE_CANDIDATE,MATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g
QP093A-0073,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=1,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,1,0,negative,1.25,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0074,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,1,0,positive,1.5,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0075,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=2,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,2,0,negative,2.50,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0076,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=2,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,2,0,positive,3.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0077,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=3,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,3,0,negative,3.75,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0078,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=3,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,3,0,positive,4.5,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0079,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(plus_single_write[p=4,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,4,0,negative,5.00,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
QP093A-0080,ONE_BODY_CONJUGATE,ANTIMATTER_CONJUGATE,1,True,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,4,0,positive,6.0,yes,ANTIMATTER_STABLE_CONJUGATE,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,M1 = k_class * p * 12^g; observed transformed by A-operator
